survey version standard shift  ATLAS-c0 ATLAS-o0 ATLAS-c1 ATLAS-o1 ATLAS-c2 ATLAS-o2 ATLAS-c3 ATLAS-o3 ATLAS-c4 ATLAS-o4 ATLAS-c5 ATLAS-o5 ATLAS-c6 ATLAS-o6 ATLAS-c7 ATLAS-o7 ATLAS-c8 ATLAS-o8 
ATLAS ATLAS sssj045822 0 17.9044 18.3478 17.9044 18.3478 17.9044 18.3478 17.9044 18.3478 17.9044 18.3478 17.9044 18.3478 17.9044 18.3478 17.9044 18.3478 17.9044 18.3478
ATLAS ATLAS sssj045822 0 17.9079 18.3513 17.9079 18.3513 17.9079 18.3513 17.9079 18.3513 17.9079 18.3513 17.9079 18.3513 17.9079 18.3513 17.9079 18.3513 17.9079 18.3513
ATLAS ATLAS sssj045822 0 17.9099 18.3524 17.9099 18.3524 17.9099 18.3524 17.9099 18.3524 17.9099 18.3524 17.9099 18.3524 17.9099 18.3524 17.9099 18.3524 17.9099 18.3524
ATLAS ATLAS sssj045822 0 17.9068 18.349 17.9068 18.349 17.9068 18.349 17.9068 18.349 17.9068 18.349 17.9068 18.349 17.9068 18.349 17.9068 18.349 17.9068 18.349
ATLAS ATLAS sssj045822 0 17.9062 18.3495 17.9062 18.3495 17.9062 18.3495 17.9062 18.3495 17.9062 18.3495 17.9062 18.3495 17.9062 18.3495 17.9062 18.3495 17.9062 18.3495
ATLAS ATLAS sssj045822 0 17.9085 18.3502 17.9085 18.3502 17.9085 18.3502 17.9085 18.3502 17.9085 18.3502 17.9085 18.3502 17.9085 18.3502 17.9085 18.3502 17.9085 18.3502
ATLAS ATLAS sssj045822 0 17.9048 18.3494 17.9048 18.3494 17.9048 18.3494 17.9048 18.3494 17.9048 18.3494 17.9048 18.3494 17.9048 18.3494 17.9048 18.3494 17.9048 18.3494
ATLAS ATLAS sssj045822 0 17.9071 18.3486 17.9071 18.3486 17.9071 18.3486 17.9071 18.3486 17.9071 18.3486 17.9071 18.3486 17.9071 18.3486 17.9071 18.3486 17.9071 18.3486
ATLAS ATLAS sssj045822 0 17.9097 18.3528 17.9097 18.3528 17.9097 18.3528 17.9097 18.3528 17.9097 18.3528 17.9097 18.3528 17.9097 18.3528 17.9097 18.3528 17.9097 18.3528
ATLAS ATLAS sssj045822 0 17.9089 18.3507 17.9089 18.3507 17.9089 18.3507 17.9089 18.3507 17.9089 18.3507 17.9089 18.3507 17.9089 18.3507 17.9089 18.3507 17.9089 18.3507
ATLAS ATLAS sssj045822 0 17.9089 18.3514 17.9089 18.3514 17.9089 18.3514 17.9089 18.3514 17.9089 18.3514 17.9089 18.3514 17.9089 18.3514 17.9089 18.3514 17.9089 18.3514
ATLAS ATLAS sssj045822 0 17.9082 18.3503 17.9082 18.3503 17.9082 18.3503 17.9082 18.3503 17.9082 18.3503 17.9082 18.3503 17.9082 18.3503 17.9082 18.3503 17.9082 18.3503
ATLAS ATLAS sssj045822 0 17.9046 18.3464 17.9046 18.3464 17.9046 18.3464 17.9046 18.3464 17.9046 18.3464 17.9046 18.3464 17.9046 18.3464 17.9046 18.3464 17.9046 18.3464
ATLAS ATLAS sssj045822 0 17.9091 18.3515 17.9091 18.3515 17.9091 18.3515 17.9091 18.3515 17.9091 18.3515 17.9091 18.3515 17.9091 18.3515 17.9091 18.3515 17.9091 18.3515
ATLAS ATLAS sssj045822 0 17.9075 18.3519 17.9075 18.3519 17.9075 18.3519 17.9075 18.3519 17.9075 18.3519 17.9075 18.3519 17.9075 18.3519 17.9075 18.3519 17.9075 18.3519
ATLAS ATLAS sssj045822 0 17.9083 18.3511 17.9083 18.3511 17.9083 18.3511 17.9083 18.3511 17.9083 18.3511 17.9083 18.3511 17.9083 18.3511 17.9083 18.3511 17.9083 18.3511
ATLAS ATLAS sssj045822 0 17.9093 18.3501 17.9093 18.3501 17.9093 18.3501 17.9093 18.3501 17.9093 18.3501 17.9093 18.3501 17.9093 18.3501 17.9093 18.3501 17.9093 18.3501
ATLAS ATLAS sssj045822 0 17.907 18.3479 17.907 18.3479 17.907 18.3479 17.907 18.3479 17.907 18.3479 17.907 18.3479 17.907 18.3479 17.907 18.3479 17.907 18.3479
ATLAS ATLAS sssj045822 0 17.9108 18.352 17.9108 18.352 17.9108 18.352 17.9108 18.352 17.9108 18.352 17.9108 18.352 17.9108 18.352 17.9108 18.352 17.9108 18.352
ATLAS ATLAS sssj045822 0 17.9107 18.3549 17.9107 18.3549 17.9107 18.3549 17.9107 18.3549 17.9107 18.3549 17.9107 18.3549 17.9107 18.3549 17.9107 18.3549 17.9107 18.3549
ATLAS ATLAS sssj045822 0 17.9087 18.3499 17.9087 18.3499 17.9087 18.3499 17.9087 18.3499 17.9087 18.3499 17.9087 18.3499 17.9087 18.3499 17.9087 18.3499 17.9087 18.3499
ATLAS ATLAS sssj045822 0 17.9068 18.349 17.9068 18.349 17.9068 18.349 17.9068 18.349 17.9068 18.349 17.9068 18.349 17.9068 18.349 17.9068 18.349 17.9068 18.349
ATLAS ATLAS sssj045822 0 17.9093 18.3514 17.9093 18.3514 17.9093 18.3514 17.9093 18.3514 17.9093 18.3514 17.9093 18.3514 17.9093 18.3514 17.9093 18.3514 17.9093 18.3514
ATLAS ATLAS sssj045822 0 17.9061 18.3479 17.9061 18.3479 17.9061 18.3479 17.9061 18.3479 17.9061 18.3479 17.9061 18.3479 17.9061 18.3479 17.9061 18.3479 17.9061 18.3479
ATLAS ATLAS sssj045822 0 17.9083 18.3506 17.9083 18.3506 17.9083 18.3506 17.9083 18.3506 17.9083 18.3506 17.9083 18.3506 17.9083 18.3506 17.9083 18.3506 17.9083 18.3506
ATLAS ATLAS sssj045822 0 17.9045 18.3503 17.9045 18.3503 17.9045 18.3503 17.9045 18.3503 17.9045 18.3503 17.9045 18.3503 17.9045 18.3503 17.9045 18.3503 17.9045 18.3503
ATLAS ATLAS sssj045822 0 17.9058 18.348 17.9058 18.348 17.9058 18.348 17.9058 18.348 17.9058 18.348 17.9058 18.348 17.9058 18.348 17.9058 18.348 17.9058 18.348
ATLAS ATLAS sssj045822 0 17.9084 18.3497 17.9084 18.3497 17.9084 18.3497 17.9084 18.3497 17.9084 18.3497 17.9084 18.3497 17.9084 18.3497 17.9084 18.3497 17.9084 18.3497
ATLAS ATLAS sssj045822 0 17.9058 18.3498 17.9058 18.3498 17.9058 18.3498 17.9058 18.3498 17.9058 18.3498 17.9058 18.3498 17.9058 18.3498 17.9058 18.3498 17.9058 18.3498
ATLAS ATLAS sssj045822 0 17.9098 18.3514 17.9098 18.3514 17.9098 18.3514 17.9098 18.3514 17.9098 18.3514 17.9098 18.3514 17.9098 18.3514 17.9098 18.3514 17.9098 18.3514
ATLAS ATLAS sssj045822 0 17.9047 18.3484 17.9047 18.3484 17.9047 18.3484 17.9047 18.3484 17.9047 18.3484 17.9047 18.3484 17.9047 18.3484 17.9047 18.3484 17.9047 18.3484
ATLAS ATLAS sssj045822 0 17.9096 18.3504 17.9096 18.3504 17.9096 18.3504 17.9096 18.3504 17.9096 18.3504 17.9096 18.3504 17.9096 18.3504 17.9096 18.3504 17.9096 18.3504
ATLAS ATLAS sssj045822 0 17.9074 18.3483 17.9074 18.3483 17.9074 18.3483 17.9074 18.3483 17.9074 18.3483 17.9074 18.3483 17.9074 18.3483 17.9074 18.3483 17.9074 18.3483
ATLAS ATLAS sssj045822 0 17.9093 18.3531 17.9093 18.3531 17.9093 18.3531 17.9093 18.3531 17.9093 18.3531 17.9093 18.3531 17.9093 18.3531 17.9093 18.3531 17.9093 18.3531
ATLAS ATLAS sssj045822 0 17.907 18.3498 17.907 18.3498 17.907 18.3498 17.907 18.3498 17.907 18.3498 17.907 18.3498 17.907 18.3498 17.907 18.3498 17.907 18.3498
ATLAS ATLAS sssj045822 0 17.909 18.3506 17.909 18.3506 17.909 18.3506 17.909 18.3506 17.909 18.3506 17.909 18.3506 17.909 18.3506 17.909 18.3506 17.909 18.3506
ATLAS ATLAS sssj045822 0 17.9047 18.3476 17.9047 18.3476 17.9047 18.3476 17.9047 18.3476 17.9047 18.3476 17.9047 18.3476 17.9047 18.3476 17.9047 18.3476 17.9047 18.3476
ATLAS ATLAS sssj045822 0 17.9072 18.3504 17.9072 18.3504 17.9072 18.3504 17.9072 18.3504 17.9072 18.3504 17.9072 18.3504 17.9072 18.3504 17.9072 18.3504 17.9072 18.3504
ATLAS ATLAS sssj045822 0 17.909 18.3498 17.909 18.3498 17.909 18.3498 17.909 18.3498 17.909 18.3498 17.909 18.3498 17.909 18.3498 17.909 18.3498 17.909 18.3498
ATLAS ATLAS sssj045822 0 17.9082 18.3492 17.9082 18.3492 17.9082 18.3492 17.9082 18.3492 17.9082 18.3492 17.9082 18.3492 17.9082 18.3492 17.9082 18.3492 17.9082 18.3492
ATLAS ATLAS sssj045822 0 17.9076 18.3491 17.9076 18.3491 17.9076 18.3491 17.9076 18.3491 17.9076 18.3491 17.9076 18.3491 17.9076 18.3491 17.9076 18.3491 17.9076 18.3491
ATLAS ATLAS sssj045822 0 17.9042 18.3482 17.9042 18.3482 17.9042 18.3482 17.9042 18.3482 17.9042 18.3482 17.9042 18.3482 17.9042 18.3482 17.9042 18.3482 17.9042 18.3482
ATLAS ATLAS sssj045822 0 17.9069 18.3508 17.9069 18.3508 17.9069 18.3508 17.9069 18.3508 17.9069 18.3508 17.9069 18.3508 17.9069 18.3508 17.9069 18.3508 17.9069 18.3508
ATLAS ATLAS sssj045822 0 17.9086 18.3504 17.9086 18.3504 17.9086 18.3504 17.9086 18.3504 17.9086 18.3504 17.9086 18.3504 17.9086 18.3504 17.9086 18.3504 17.9086 18.3504
ATLAS ATLAS sssj045822 0 17.9095 18.3518 17.9095 18.3518 17.9095 18.3518 17.9095 18.3518 17.9095 18.3518 17.9095 18.3518 17.9095 18.3518 17.9095 18.3518 17.9095 18.3518
ATLAS ATLAS sssj045822 0 17.9083 18.3509 17.9083 18.3509 17.9083 18.3509 17.9083 18.3509 17.9083 18.3509 17.9083 18.3509 17.9083 18.3509 17.9083 18.3509 17.9083 18.3509
ATLAS ATLAS sssj045822 0 17.9061 18.3481 17.9061 18.3481 17.9061 18.3481 17.9061 18.3481 17.9061 18.3481 17.9061 18.3481 17.9061 18.3481 17.9061 18.3481 17.9061 18.3481
ATLAS ATLAS sssj045822 0 17.9064 18.3492 17.9064 18.3492 17.9064 18.3492 17.9064 18.3492 17.9064 18.3492 17.9064 18.3492 17.9064 18.3492 17.9064 18.3492 17.9064 18.3492
ATLAS ATLAS sssj045822 0 17.9072 18.3497 17.9072 18.3497 17.9072 18.3497 17.9072 18.3497 17.9072 18.3497 17.9072 18.3497 17.9072 18.3497 17.9072 18.3497 17.9072 18.3497
ATLAS ATLAS sssj045822 0 17.9068 18.3505 17.9068 18.3505 17.9068 18.3505 17.9068 18.3505 17.9068 18.3505 17.9068 18.3505 17.9068 18.3505 17.9068 18.3505 17.9068 18.3505
ATLAS ATLAS sssj045822 0 17.9125 18.3554 17.9125 18.3554 17.9125 18.3554 17.9125 18.3554 17.9125 18.3554 17.9125 18.3554 17.9125 18.3554 17.9125 18.3554 17.9125 18.3554
ATLAS ATLAS sssj045822 0 17.909 18.3518 17.909 18.3518 17.909 18.3518 17.909 18.3518 17.909 18.3518 17.909 18.3518 17.909 18.3518 17.909 18.3518 17.909 18.3518
ATLAS ATLAS sssj045822 0 17.9063 18.3471 17.9063 18.3471 17.9063 18.3471 17.9063 18.3471 17.9063 18.3471 17.9063 18.3471 17.9063 18.3471 17.9063 18.3471 17.9063 18.3471
ATLAS ATLAS sssj045822 0 17.9073 18.351 17.9073 18.351 17.9073 18.351 17.9073 18.351 17.9073 18.351 17.9073 18.351 17.9073 18.351 17.9073 18.351 17.9073 18.351
ATLAS ATLAS sssj045822 0 17.9081 18.3506 17.9081 18.3506 17.9081 18.3506 17.9081 18.3506 17.9081 18.3506 17.9081 18.3506 17.9081 18.3506 17.9081 18.3506 17.9081 18.3506
ATLAS ATLAS sssj045822 0 17.9077 18.3523 17.9077 18.3523 17.9077 18.3523 17.9077 18.3523 17.9077 18.3523 17.9077 18.3523 17.9077 18.3523 17.9077 18.3523 17.9077 18.3523
ATLAS ATLAS sssj045822 0 17.9061 18.3492 17.9061 18.3492 17.9061 18.3492 17.9061 18.3492 17.9061 18.3492 17.9061 18.3492 17.9061 18.3492 17.9061 18.3492 17.9061 18.3492
ATLAS ATLAS sssj045822 0 17.9056 18.3474 17.9056 18.3474 17.9056 18.3474 17.9056 18.3474 17.9056 18.3474 17.9056 18.3474 17.9056 18.3474 17.9056 18.3474 17.9056 18.3474
ATLAS ATLAS sssj045822 0 17.9085 18.3478 17.9085 18.3478 17.9085 18.3478 17.9085 18.3478 17.9085 18.3478 17.9085 18.3478 17.9085 18.3478 17.9085 18.3478 17.9085 18.3478
ATLAS ATLAS sssj045822 0 17.9067 18.3488 17.9067 18.3488 17.9067 18.3488 17.9067 18.3488 17.9067 18.3488 17.9067 18.3488 17.9067 18.3488 17.9067 18.3488 17.9067 18.3488
ATLAS ATLAS sssj045822 0 17.9093 18.3513 17.9093 18.3513 17.9093 18.3513 17.9093 18.3513 17.9093 18.3513 17.9093 18.3513 17.9093 18.3513 17.9093 18.3513 17.9093 18.3513
ATLAS ATLAS sssj045822 0 17.9064 18.3499 17.9064 18.3499 17.9064 18.3499 17.9064 18.3499 17.9064 18.3499 17.9064 18.3499 17.9064 18.3499 17.9064 18.3499 17.9064 18.3499
ATLAS ATLAS sssj045822 0 17.9039 18.3479 17.9039 18.3479 17.9039 18.3479 17.9039 18.3479 17.9039 18.3479 17.9039 18.3479 17.9039 18.3479 17.9039 18.3479 17.9039 18.3479
ATLAS ATLAS sssj045822 0 17.9072 18.3492 17.9072 18.3492 17.9072 18.3492 17.9072 18.3492 17.9072 18.3492 17.9072 18.3492 17.9072 18.3492 17.9072 18.3492 17.9072 18.3492
ATLAS ATLAS sssj045822 0 17.9079 18.3515 17.9079 18.3515 17.9079 18.3515 17.9079 18.3515 17.9079 18.3515 17.9079 18.3515 17.9079 18.3515 17.9079 18.3515 17.9079 18.3515
ATLAS ATLAS sssj045822 0 17.9091 18.3489 17.9091 18.3489 17.9091 18.3489 17.9091 18.3489 17.9091 18.3489 17.9091 18.3489 17.9091 18.3489 17.9091 18.3489 17.9091 18.3489
ATLAS ATLAS sssj045822 0 17.9112 18.3514 17.9112 18.3514 17.9112 18.3514 17.9112 18.3514 17.9112 18.3514 17.9112 18.3514 17.9112 18.3514 17.9112 18.3514 17.9112 18.3514
ATLAS ATLAS sssj045822 0 17.9083 18.3508 17.9083 18.3508 17.9083 18.3508 17.9083 18.3508 17.9083 18.3508 17.9083 18.3508 17.9083 18.3508 17.9083 18.3508 17.9083 18.3508
ATLAS ATLAS sssj045822 0 17.9114 18.3517 17.9114 18.3517 17.9114 18.3517 17.9114 18.3517 17.9114 18.3517 17.9114 18.3517 17.9114 18.3517 17.9114 18.3517 17.9114 18.3517
ATLAS ATLAS wd2314 0 18.477 18.8745 18.477 18.8745 18.477 18.8745 18.477 18.8745 18.477 18.8745 18.477 18.8745 18.477 18.8745 18.477 18.8745 18.477 18.8745
ATLAS ATLAS wd2314 0 18.4739 18.8751 18.4739 18.8751 18.4739 18.8751 18.4739 18.8751 18.4739 18.8751 18.4739 18.8751 18.4739 18.8751 18.4739 18.8751 18.4739 18.8751
ATLAS ATLAS wd2314 0 18.4743 18.871 18.4743 18.871 18.4743 18.871 18.4743 18.871 18.4743 18.871 18.4743 18.871 18.4743 18.871 18.4743 18.871 18.4743 18.871
ATLAS ATLAS wd2314 0 18.4744 18.8709 18.4744 18.8709 18.4744 18.8709 18.4744 18.8709 18.4744 18.8709 18.4744 18.8709 18.4744 18.8709 18.4744 18.8709 18.4744 18.8709
ATLAS ATLAS wd2314 0 18.4791 18.8732 18.4791 18.8732 18.4791 18.8732 18.4791 18.8732 18.4791 18.8732 18.4791 18.8732 18.4791 18.8732 18.4791 18.8732 18.4791 18.8732
ATLAS ATLAS wd2314 0 18.4762 18.8716 18.4762 18.8716 18.4762 18.8716 18.4762 18.8716 18.4762 18.8716 18.4762 18.8716 18.4762 18.8716 18.4762 18.8716 18.4762 18.8716
ATLAS ATLAS wd2314 0 18.4764 18.8744 18.4764 18.8744 18.4764 18.8744 18.4764 18.8744 18.4764 18.8744 18.4764 18.8744 18.4764 18.8744 18.4764 18.8744 18.4764 18.8744
ATLAS ATLAS wd2314 0 18.4752 18.8733 18.4752 18.8733 18.4752 18.8733 18.4752 18.8733 18.4752 18.8733 18.4752 18.8733 18.4752 18.8733 18.4752 18.8733 18.4752 18.8733
ATLAS ATLAS wd2314 0 18.4745 18.8716 18.4745 18.8716 18.4745 18.8716 18.4745 18.8716 18.4745 18.8716 18.4745 18.8716 18.4745 18.8716 18.4745 18.8716 18.4745 18.8716
ATLAS ATLAS wd2314 0 18.4769 18.8717 18.4769 18.8717 18.4769 18.8717 18.4769 18.8717 18.4769 18.8717 18.4769 18.8717 18.4769 18.8717 18.4769 18.8717 18.4769 18.8717
ATLAS ATLAS wd2314 0 18.4775 18.8755 18.4775 18.8755 18.4775 18.8755 18.4775 18.8755 18.4775 18.8755 18.4775 18.8755 18.4775 18.8755 18.4775 18.8755 18.4775 18.8755
ATLAS ATLAS wd2314 0 18.4732 18.8719 18.4732 18.8719 18.4732 18.8719 18.4732 18.8719 18.4732 18.8719 18.4732 18.8719 18.4732 18.8719 18.4732 18.8719 18.4732 18.8719
ATLAS ATLAS wd2314 0 18.4798 18.8739 18.4798 18.8739 18.4798 18.8739 18.4798 18.8739 18.4798 18.8739 18.4798 18.8739 18.4798 18.8739 18.4798 18.8739 18.4798 18.8739
ATLAS ATLAS wd2314 0 18.4755 18.8726 18.4755 18.8726 18.4755 18.8726 18.4755 18.8726 18.4755 18.8726 18.4755 18.8726 18.4755 18.8726 18.4755 18.8726 18.4755 18.8726
ATLAS ATLAS wd2314 0 18.4736 18.8723 18.4736 18.8723 18.4736 18.8723 18.4736 18.8723 18.4736 18.8723 18.4736 18.8723 18.4736 18.8723 18.4736 18.8723 18.4736 18.8723
ATLAS ATLAS wd2314 0 18.4747 18.8732 18.4747 18.8732 18.4747 18.8732 18.4747 18.8732 18.4747 18.8732 18.4747 18.8732 18.4747 18.8732 18.4747 18.8732 18.4747 18.8732
ATLAS ATLAS wd2314 0 18.4739 18.8727 18.4739 18.8727 18.4739 18.8727 18.4739 18.8727 18.4739 18.8727 18.4739 18.8727 18.4739 18.8727 18.4739 18.8727 18.4739 18.8727
ATLAS ATLAS wd2314 0 18.4767 18.876 18.4767 18.876 18.4767 18.876 18.4767 18.876 18.4767 18.876 18.4767 18.876 18.4767 18.876 18.4767 18.876 18.4767 18.876
ATLAS ATLAS wd2314 0 18.4723 18.871 18.4723 18.871 18.4723 18.871 18.4723 18.871 18.4723 18.871 18.4723 18.871 18.4723 18.871 18.4723 18.871 18.4723 18.871
ATLAS ATLAS wd2314 0 18.4793 18.8758 18.4793 18.8758 18.4793 18.8758 18.4793 18.8758 18.4793 18.8758 18.4793 18.8758 18.4793 18.8758 18.4793 18.8758 18.4793 18.8758
ATLAS ATLAS wd2314 0 18.4745 18.8716 18.4745 18.8716 18.4745 18.8716 18.4745 18.8716 18.4745 18.8716 18.4745 18.8716 18.4745 18.8716 18.4745 18.8716 18.4745 18.8716
ATLAS ATLAS wd2314 0 18.4772 18.8754 18.4772 18.8754 18.4772 18.8754 18.4772 18.8754 18.4772 18.8754 18.4772 18.8754 18.4772 18.8754 18.4772 18.8754 18.4772 18.8754
ATLAS ATLAS wd2314 0 18.4764 18.8723 18.4764 18.8723 18.4764 18.8723 18.4764 18.8723 18.4764 18.8723 18.4764 18.8723 18.4764 18.8723 18.4764 18.8723 18.4764 18.8723
ATLAS ATLAS wd2314 0 18.477 18.8746 18.477 18.8746 18.477 18.8746 18.477 18.8746 18.477 18.8746 18.477 18.8746 18.477 18.8746 18.477 18.8746 18.477 18.8746
ATLAS ATLAS wd2314 0 18.4744 18.8712 18.4744 18.8712 18.4744 18.8712 18.4744 18.8712 18.4744 18.8712 18.4744 18.8712 18.4744 18.8712 18.4744 18.8712 18.4744 18.8712
ATLAS ATLAS wd2314 0 18.4762 18.873 18.4762 18.873 18.4762 18.873 18.4762 18.873 18.4762 18.873 18.4762 18.873 18.4762 18.873 18.4762 18.873 18.4762 18.873
ATLAS ATLAS wd2314 0 18.4772 18.8739 18.4772 18.8739 18.4772 18.8739 18.4772 18.8739 18.4772 18.8739 18.4772 18.8739 18.4772 18.8739 18.4772 18.8739 18.4772 18.8739
ATLAS ATLAS wd2314 0 18.4814 18.8758 18.4814 18.8758 18.4814 18.8758 18.4814 18.8758 18.4814 18.8758 18.4814 18.8758 18.4814 18.8758 18.4814 18.8758 18.4814 18.8758
ATLAS ATLAS wd2314 0 18.4801 18.8793 18.4801 18.8793 18.4801 18.8793 18.4801 18.8793 18.4801 18.8793 18.4801 18.8793 18.4801 18.8793 18.4801 18.8793 18.4801 18.8793
ATLAS ATLAS wd2314 0 18.4761 18.8732 18.4761 18.8732 18.4761 18.8732 18.4761 18.8732 18.4761 18.8732 18.4761 18.8732 18.4761 18.8732 18.4761 18.8732 18.4761 18.8732
ATLAS ATLAS wd2314 0 18.4825 18.8774 18.4825 18.8774 18.4825 18.8774 18.4825 18.8774 18.4825 18.8774 18.4825 18.8774 18.4825 18.8774 18.4825 18.8774 18.4825 18.8774
ATLAS ATLAS wd2314 0 18.4782 18.8745 18.4782 18.8745 18.4782 18.8745 18.4782 18.8745 18.4782 18.8745 18.4782 18.8745 18.4782 18.8745 18.4782 18.8745 18.4782 18.8745
ATLAS ATLAS wd2314 0 18.4763 18.8733 18.4763 18.8733 18.4763 18.8733 18.4763 18.8733 18.4763 18.8733 18.4763 18.8733 18.4763 18.8733 18.4763 18.8733 18.4763 18.8733
ATLAS ATLAS wd2314 0 18.4708 18.87 18.4708 18.87 18.4708 18.87 18.4708 18.87 18.4708 18.87 18.4708 18.87 18.4708 18.87 18.4708 18.87 18.4708 18.87
ATLAS ATLAS wd2314 0 18.4753 18.8718 18.4753 18.8718 18.4753 18.8718 18.4753 18.8718 18.4753 18.8718 18.4753 18.8718 18.4753 18.8718 18.4753 18.8718 18.4753 18.8718
ATLAS ATLAS wd2314 0 18.4775 18.8756 18.4775 18.8756 18.4775 18.8756 18.4775 18.8756 18.4775 18.8756 18.4775 18.8756 18.4775 18.8756 18.4775 18.8756 18.4775 18.8756
ATLAS ATLAS wd2314 0 18.4761 18.8737 18.4761 18.8737 18.4761 18.8737 18.4761 18.8737 18.4761 18.8737 18.4761 18.8737 18.4761 18.8737 18.4761 18.8737 18.4761 18.8737
ATLAS ATLAS wd2314 0 18.4726 18.873 18.4726 18.873 18.4726 18.873 18.4726 18.873 18.4726 18.873 18.4726 18.873 18.4726 18.873 18.4726 18.873 18.4726 18.873
ATLAS ATLAS wd2314 0 18.479 18.8748 18.479 18.8748 18.479 18.8748 18.479 18.8748 18.479 18.8748 18.479 18.8748 18.479 18.8748 18.479 18.8748 18.479 18.8748
ATLAS ATLAS wd2314 0 18.4784 18.8761 18.4784 18.8761 18.4784 18.8761 18.4784 18.8761 18.4784 18.8761 18.4784 18.8761 18.4784 18.8761 18.4784 18.8761 18.4784 18.8761
ATLAS ATLAS wd2314 0 18.4754 18.8732 18.4754 18.8732 18.4754 18.8732 18.4754 18.8732 18.4754 18.8732 18.4754 18.8732 18.4754 18.8732 18.4754 18.8732 18.4754 18.8732
ATLAS ATLAS wd2314 0 18.4777 18.8741 18.4777 18.8741 18.4777 18.8741 18.4777 18.8741 18.4777 18.8741 18.4777 18.8741 18.4777 18.8741 18.4777 18.8741 18.4777 18.8741
ATLAS ATLAS wd2314 0 18.4793 18.8753 18.4793 18.8753 18.4793 18.8753 18.4793 18.8753 18.4793 18.8753 18.4793 18.8753 18.4793 18.8753 18.4793 18.8753 18.4793 18.8753
ATLAS ATLAS wd2314 0 18.4772 18.8754 18.4772 18.8754 18.4772 18.8754 18.4772 18.8754 18.4772 18.8754 18.4772 18.8754 18.4772 18.8754 18.4772 18.8754 18.4772 18.8754
ATLAS ATLAS wd2314 0 18.4765 18.8765 18.4765 18.8765 18.4765 18.8765 18.4765 18.8765 18.4765 18.8765 18.4765 18.8765 18.4765 18.8765 18.4765 18.8765 18.4765 18.8765
ATLAS ATLAS wd2314 0 18.4746 18.8734 18.4746 18.8734 18.4746 18.8734 18.4746 18.8734 18.4746 18.8734 18.4746 18.8734 18.4746 18.8734 18.4746 18.8734 18.4746 18.8734
ATLAS ATLAS wd2314 0 18.4778 18.8755 18.4778 18.8755 18.4778 18.8755 18.4778 18.8755 18.4778 18.8755 18.4778 18.8755 18.4778 18.8755 18.4778 18.8755 18.4778 18.8755
ATLAS ATLAS wd2314 0 18.4804 18.8774 18.4804 18.8774 18.4804 18.8774 18.4804 18.8774 18.4804 18.8774 18.4804 18.8774 18.4804 18.8774 18.4804 18.8774 18.4804 18.8774
ATLAS ATLAS wd2314 0 18.4748 18.8742 18.4748 18.8742 18.4748 18.8742 18.4748 18.8742 18.4748 18.8742 18.4748 18.8742 18.4748 18.8742 18.4748 18.8742 18.4748 18.8742
ATLAS ATLAS wd2314 0 18.4715 18.8701 18.4715 18.8701 18.4715 18.8701 18.4715 18.8701 18.4715 18.8701 18.4715 18.8701 18.4715 18.8701 18.4715 18.8701 18.4715 18.8701
ATLAS ATLAS wd2314 0 18.4719 18.8728 18.4719 18.8728 18.4719 18.8728 18.4719 18.8728 18.4719 18.8728 18.4719 18.8728 18.4719 18.8728 18.4719 18.8728 18.4719 18.8728
ATLAS ATLAS wd2314 0 18.4797 18.8767 18.4797 18.8767 18.4797 18.8767 18.4797 18.8767 18.4797 18.8767 18.4797 18.8767 18.4797 18.8767 18.4797 18.8767 18.4797 18.8767
ATLAS ATLAS wd2314 0 18.4768 18.871 18.4768 18.871 18.4768 18.871 18.4768 18.871 18.4768 18.871 18.4768 18.871 18.4768 18.871 18.4768 18.871 18.4768 18.871
ATLAS ATLAS wd2314 0 18.4732 18.8714 18.4732 18.8714 18.4732 18.8714 18.4732 18.8714 18.4732 18.8714 18.4732 18.8714 18.4732 18.8714 18.4732 18.8714 18.4732 18.8714
ATLAS ATLAS wd2314 0 18.4783 18.8748 18.4783 18.8748 18.4783 18.8748 18.4783 18.8748 18.4783 18.8748 18.4783 18.8748 18.4783 18.8748 18.4783 18.8748 18.4783 18.8748
ATLAS ATLAS wd2314 0 18.4781 18.8751 18.4781 18.8751 18.4781 18.8751 18.4781 18.8751 18.4781 18.8751 18.4781 18.8751 18.4781 18.8751 18.4781 18.8751 18.4781 18.8751
ATLAS ATLAS wd2314 0 18.4767 18.8729 18.4767 18.8729 18.4767 18.8729 18.4767 18.8729 18.4767 18.8729 18.4767 18.8729 18.4767 18.8729 18.4767 18.8729 18.4767 18.8729
ATLAS ATLAS wd2314 0 18.4726 18.8714 18.4726 18.8714 18.4726 18.8714 18.4726 18.8714 18.4726 18.8714 18.4726 18.8714 18.4726 18.8714 18.4726 18.8714 18.4726 18.8714
ATLAS ATLAS wd2314 0 18.4769 18.8756 18.4769 18.8756 18.4769 18.8756 18.4769 18.8756 18.4769 18.8756 18.4769 18.8756 18.4769 18.8756 18.4769 18.8756 18.4769 18.8756
ATLAS ATLAS wd2314 0 18.4741 18.8702 18.4741 18.8702 18.4741 18.8702 18.4741 18.8702 18.4741 18.8702 18.4741 18.8702 18.4741 18.8702 18.4741 18.8702 18.4741 18.8702
ATLAS ATLAS wd2314 0 18.4758 18.874 18.4758 18.874 18.4758 18.874 18.4758 18.874 18.4758 18.874 18.4758 18.874 18.4758 18.874 18.4758 18.874 18.4758 18.874
